acousticness,album,artist,danceability,duration_ms,energy,explicit,genre,instrumentalness,key,liveness,loudness,mode,release_date,speechiness,tempo,time_signature,track_name,type,valence
0.000131,King Tubby Meets The Upsetter At The Grass Roots Of Dub,King Tubby,0.809,189693.0,0.265,False,reggae,0.93,2.0,0.0854,-18.475,1.0,2012-11-16,0.14300000000000002,69.426,4.0,No Justice For The Poor,audio_features,0.9009999999999999
0.11599999999999999,Visions Of Dennis Brown,Dennis Brown,0.782,168867.0,0.415,False,reggae,8.03e-05,0.0,0.0593,-8.333,0.0,2011-01-14,0.0613,72.93,4.0,Milk And Honey,audio_features,0.877
0.0359,New Dubby Conquerors,Seeed,0.884,253107.0,0.736,False,reggae,0.0,8.0,0.325,-7.362,1.0,2000-11-27,0.204,125.137,4.0,Psychedelic Kingdom,audio_features,0.642
0.243,Akalé Wubé,Akalé Wubé,0.753,272347.0,0.239,False,reggae,0.586,0.0,0.0954,-12.904000000000002,0.0,2010-05-07,0.0644,121.225,4.0,Kokob / Mètché Dershé,audio_features,0.531
0.0413,Indigenous Life,Fiji,0.7859999999999999,227493.0,0.547,False,reggae,8.18e-06,0.0,0.0896,-6.4110000000000005,1.0,2008-09-09,0.14,156.116,4.0,Let's Get It On,audio_features,0.8759999999999999
0.0782,Hurry On Now (Boub Remix),Alice Russell,0.743,268760.0,0.6579999999999999,False,reggae,0.0369,11.0,0.10099999999999999,-4.7669999999999995,1.0,2006-10-30,0.0538,166.628,4.0,Hurry On Now - Boub Remix,audio_features,0.8420000000000001
0.0443,Let's Dance,Gregory Isaacs,0.711,211705.0,0.857,False,reggae,0.00193,0.0,0.0637,-3.7060000000000004,1.0,2019-06-28,0.0374,137.47899999999998,4.0,Handcuff,audio_features,0.8220000000000001
0.495,PLUMP (Chapters 1 & 2),Twiddle,0.355,273187.0,0.713,False,reggae,0.0,0.0,0.191,-4.611000000000001,1.0,2017-04-28,0.0528,168.22099999999998,4.0,Lost In The Cold,audio_features,0.563
0.6759999999999999,On Bond Street,Bitty McLean,0.742,181560.0,0.65,False,reggae,7.4e-05,0.0,0.10300000000000001,-5.212999999999999,0.0,2007-12-21,0.22699999999999998,156.55100000000002,4.0,Baby Tonight,audio_features,0.792
0.6759999999999999,On Bond Street,Bitty McLean,0.742,181560.0,0.65,False,reggae,7.4e-05,0.0,0.10300000000000001,-5.212999999999999,0.0,2007-12-21,0.22699999999999998,156.55100000000002,4.0,Baby Tonight,audio_features,0.792
0.6759999999999999,On Bond Street,Bitty McLean,0.742,181560.0,0.65,False,reggae,7.4e-05,0.0,0.10300000000000001,-5.212999999999999,0.0,2007-12-21,0.22699999999999998,156.55100000000002,4.0,Baby Tonight,audio_features,0.792
0.6759999999999999,On Bond Street,Bitty McLean,0.742,181560.0,0.65,False,reggae,7.4e-05,0.0,0.10300000000000001,-5.212999999999999,0.0,2007-12-21,0.22699999999999998,156.55100000000002,4.0,Baby Tonight,audio_features,0.792
0.0428,Loaded,Baked Potatoes,0.6809999999999999,253649.0,0.564,False,reggae,0.000376,6.0,0.258,-11.637,0.0,2016-04-20,0.0321,138.10299999999998,4.0,Homewrecker,audio_features,0.774
0.0773,The Tide Is High,John Holt,0.775,217773.0,0.586,False,reggae,0.00026000000000000003,1.0,0.0539,-5.787999999999999,1.0,2015-06-10,0.0962,83.18299999999999,4.0,For The Love Of You,audio_features,0.775
0.009179999999999999,War Ina Babylon,Max Romeo,0.8959999999999999,288840.0,0.4,False,reggae,2.57e-06,4.0,0.0746,-13.015,0.0,1976-01-01,0.0688,128.08,4.0,Norman,audio_features,0.91
0.384,Catch A Fire (Deluxe Edition),Bob Marley & The Wailers,0.698,254676.0,0.564,False,reggae,0.00854,2.0,0.14800000000000002,-11.293,1.0,1973-04-13,0.111,96.583,4.0,Concrete Jungle - Original Album Version,audio_features,0.69
0.0204,Count Me In,Rebelution,0.8,189613.0,0.6609999999999999,False,reggae,0.00010700000000000001,7.0,0.0687,-8.291,1.0,2014-06-10,0.0304,92.015,4.0,Count Me In,audio_features,0.59
0.0204,Count Me In,Rebelution,0.8,189613.0,0.6609999999999999,False,reggae,0.00010700000000000001,7.0,0.0687,-8.291,1.0,2014-06-10,0.0304,92.015,4.0,Count Me In,audio_features,0.59
0.0204,Count Me In,Rebelution,0.8,189613.0,0.6609999999999999,False,reggae,0.00010700000000000001,7.0,0.0687,-8.291,1.0,2014-06-10,0.0304,92.015,4.0,Count Me In,audio_features,0.59
0.0204,Count Me In,Rebelution,0.8,189613.0,0.6609999999999999,False,reggae,0.00010700000000000001,7.0,0.0687,-8.291,1.0,2014-06-10,0.0304,92.015,4.0,Count Me In,audio_features,0.59
0.0204,Count Me In,Rebelution,0.8,189613.0,0.6609999999999999,False,reggae,0.00010700000000000001,7.0,0.0687,-8.291,1.0,2014-06-10,0.0304,92.015,4.0,Count Me In,audio_features,0.59
0.0204,Count Me In,Rebelution,0.8,189613.0,0.6609999999999999,False,reggae,0.00010700000000000001,7.0,0.0687,-8.291,1.0,2014-06-10,0.0304,92.015,4.0,Count Me In,audio_features,0.59
0.0204,Count Me In,Rebelution,0.8,189613.0,0.6609999999999999,False,reggae,0.00010700000000000001,7.0,0.0687,-8.291,1.0,2014-06-10,0.0304,92.015,4.0,Count Me In,audio_features,0.59
0.0204,Count Me In,Rebelution,0.8,189613.0,0.6609999999999999,False,reggae,0.00010700000000000001,7.0,0.0687,-8.291,1.0,2014-06-10,0.0304,92.015,4.0,Count Me In,audio_features,0.59
0.0204,Count Me In,Rebelution,0.8,189613.0,0.6609999999999999,False,reggae,0.00010700000000000001,7.0,0.0687,-8.291,1.0,2014-06-10,0.0304,92.015,4.0,Count Me In,audio_features,0.59
0.00742,Welcome to Jamrock,Damian Marley,0.8909999999999999,255587.0,0.6920000000000001,False,reggae,8.94e-05,2.0,0.321,-8.49,1.0,2005-01-01,0.133,96.431,4.0,Hey Girl,audio_features,0.856
0.069,Gas Station Culture (Deluxe Edition),Runaway Ricochet,0.722,184181.0,0.6629999999999999,False,reggae,0.0,0.0,0.125,-4.843999999999999,1.0,2018-11-09,0.0683,81.993,4.0,The Lounge,audio_features,0.5660000000000001
0.264,Return Of The Super Ape,The Upsetters,0.64,228933.0,0.44299999999999995,False,reggae,1.73e-06,4.0,0.0453,-12.455,0.0,1978,0.115,137.395,4.0,Psyche & Trim,audio_features,0.6920000000000001
0.00371,Da Real Thing,Sizzla,0.65,178293.0,0.6970000000000001,False,reggae,0.0,0.0,0.391,-5.814,1.0,2002-08-01,0.276,78.265,4.0,Got It Right Here,audio_features,0.6679999999999999
0.258,Awake,Julian Marley,0.917,339267.0,0.745,False,reggae,2.3899999999999998e-05,7.0,0.382,-4.4239999999999995,0.0,2009-01-01,0.18600000000000003,142.001,4.0,Boom Draw,audio_features,0.935
0.623,The Harder They Come,Desmond Dekker,0.917,161173.0,0.45399999999999996,False,reggae,0.000188,8.0,0.21600000000000003,-8.823,1.0,1972-01-01,0.0467,97.163,4.0,007 (Shanty Town),audio_features,0.919
0.568,This Is Lovers Rock,Dee Sharp,0.775,248240.0,0.45,False,reggae,0.00855,5.0,0.153,-9.384,1.0,2007,0.0412,132.083,4.0,Lets Dub It Up,audio_features,0.8240000000000001
0.0205,Strength of My Life,Israel Vibration,0.7659999999999999,282947.0,0.581,False,reggae,0.0,6.0,0.0641,-9.677999999999999,0.0,1981-01-01,0.192,148.092,4.0,Middle East,audio_features,0.8740000000000001
0.145,Light My Fire,Inner Circle,0.898,193776.0,0.746,False,reggae,0.00361,8.0,0.145,-2.6889999999999996,1.0,2017-07-28,0.136,146.002,4.0,Light My Fire,audio_features,0.713
0.545,Treasure Isle Time,The Skatalites,0.958,147600.0,0.49200000000000005,False,reggae,0.922,0.0,0.10400000000000001,-6.046,0.0,2013-12-17,0.109,120.78399999999999,4.0,Storm Warning,audio_features,0.965
0.195,Lovers Rock Classics,Carroll Thompson,0.733,220370.0,0.40700000000000003,False,reggae,0.00162,0.0,0.11699999999999999,-11.422,1.0,2011-12-19,0.0769,164.702,4.0,Yesterday,audio_features,0.9359999999999999
0.0211,Massive Reggae,Dandy Livingstone,0.9359999999999999,152880.0,0.414,False,reggae,0.45299999999999996,9.0,0.11,-8.942,0.0,2008-01-01,0.0791,107.43799999999999,4.0,"Rudy, A Message To You",audio_features,0.899
0.345,The Vintage Series: Barry Biggs,Barry Biggs,0.7829999999999999,212160.0,0.581,False,reggae,2.08e-05,5.0,0.0953,-6.694,0.0,2000-07-11,0.168,144.873,4.0,Goodnight My Love,audio_features,0.723
0.225,Lovers Rock,John Holt,0.847,202120.0,0.7190000000000001,False,reggae,6.65e-06,3.0,0.109,-5.877999999999999,0.0,2015-04-30,0.0405,139.126,4.0,Love I Can Feel,audio_features,0.9
0.10300000000000001,Wandering Soul,HIRIE,0.639,309093.0,0.639,False,reggae,0.0017699999999999999,1.0,0.10800000000000001,-7.91,1.0,2016-08-26,0.0403,133.95,4.0,Wandering Soul,audio_features,0.573
0.0585,Too Long In Slavery,Culture,0.825,200960.0,0.433,False,reggae,0.0,5.0,0.0618,-13.085,0.0,1990-01-01,0.337,127.686,4.0,The International Herb,audio_features,0.687
0.0585,Too Long In Slavery,Culture,0.825,200960.0,0.433,False,reggae,0.0,5.0,0.0618,-13.085,0.0,1990-01-01,0.337,127.686,4.0,The International Herb,audio_features,0.687
0.0585,Too Long In Slavery,Culture,0.825,200960.0,0.433,False,reggae,0.0,5.0,0.0618,-13.085,0.0,1990-01-01,0.337,127.686,4.0,The International Herb,audio_features,0.687
0.0585,Too Long In Slavery,Culture,0.825,200960.0,0.433,False,reggae,0.0,5.0,0.0618,-13.085,0.0,1990-01-01,0.337,127.686,4.0,The International Herb,audio_features,0.687
0.0526,Presents,10 Ft. Ganja Plant,0.691,218360.0,0.723,False,reggae,0.36700000000000005,6.0,0.254,-10.952,1.0,2007-06-06,0.046,77.835,4.0,Good Time Girl,audio_features,0.9670000000000001
0.205,International Herb,Culture,0.7559999999999999,219133.0,0.546,False,reggae,0.0,9.0,0.32899999999999996,-9.359,1.0,1979,0.161,75.354,4.0,Jah Rastafari - 2001 Digital Remaster,audio_features,0.9490000000000001
0.0125,Best Of,Tiken Jah Fakoly,0.71,261093.0,0.696,False,reggae,0.0,7.0,0.294,-5.26,1.0,2016-05-27,0.154,86.679,4.0,Françafrique,audio_features,0.38799999999999996
0.0241,Joe Gibbs Revive 45s Vol 1,Sylford Walker,0.7879999999999999,204933.0,0.281,False,reggae,3.18e-06,6.0,0.282,-14.737,0.0,1999-10-01,0.136,140.489,4.0,Burn Babylon,audio_features,0.6629999999999999
0.276,L'Africain,Tiken Jah Fakoly,0.789,233027.0,0.591,False,reggae,2.08e-06,6.0,0.444,-8.185,0.0,2007-01-01,0.043,96.057,4.0,Africain à Paris,audio_features,0.8590000000000001
0.0122,"No, No, No",Dawn Penn,0.8109999999999999,277893.0,0.428,False,reggae,0.317,7.0,0.344,-10.728,1.0,1994,0.221,80.962,4.0,"You Don't Love Me (No, No, No) - Extended Mix",audio_features,0.653
0.0122,"No, No, No",Dawn Penn,0.8109999999999999,277893.0,0.428,False,reggae,0.317,7.0,0.344,-10.728,1.0,1994,0.221,80.962,4.0,"You Don't Love Me (No, No, No) - Extended Mix",audio_features,0.653
0.0122,"No, No, No",Dawn Penn,0.8109999999999999,277893.0,0.428,False,reggae,0.317,7.0,0.344,-10.728,1.0,1994,0.221,80.962,4.0,"You Don't Love Me (No, No, No) - Extended Mix",audio_features,0.653
0.0122,"No, No, No",Dawn Penn,0.8109999999999999,277893.0,0.428,False,reggae,0.317,7.0,0.344,-10.728,1.0,1994,0.221,80.962,4.0,"You Don't Love Me (No, No, No) - Extended Mix",audio_features,0.653
0.0122,"No, No, No",Dawn Penn,0.8109999999999999,277893.0,0.428,False,reggae,0.317,7.0,0.344,-10.728,1.0,1994,0.221,80.962,4.0,"You Don't Love Me (No, No, No) - Extended Mix",audio_features,0.653
0.0122,"No, No, No",Dawn Penn,0.8109999999999999,277893.0,0.428,False,reggae,0.317,7.0,0.344,-10.728,1.0,1994,0.221,80.962,4.0,"You Don't Love Me (No, No, No) - Extended Mix",audio_features,0.653
0.0122,"No, No, No",Dawn Penn,0.8109999999999999,277893.0,0.428,False,reggae,0.317,7.0,0.344,-10.728,1.0,1994,0.221,80.962,4.0,"You Don't Love Me (No, No, No) - Extended Mix",audio_features,0.653
0.0122,"No, No, No",Dawn Penn,0.8109999999999999,277893.0,0.428,False,reggae,0.317,7.0,0.344,-10.728,1.0,1994,0.221,80.962,4.0,"You Don't Love Me (No, No, No) - Extended Mix",audio_features,0.653
0.0122,"No, No, No",Dawn Penn,0.8109999999999999,277893.0,0.428,False,reggae,0.317,7.0,0.344,-10.728,1.0,1994,0.221,80.962,4.0,"You Don't Love Me (No, No, No) - Extended Mix",audio_features,0.653
0.222,KYLE SMITH,Kyle Smith,0.745,171840.0,0.816,True,reggae,0.0,6.0,0.235,-5.372000000000001,1.0,2017-12-15,0.132,90.027,4.0,DOPE FIEND,audio_features,0.765
0.0021,Jungle Revolution,Congo Natty,0.574,206867.0,0.69,False,reggae,3.02e-06,4.0,0.38,-7.313,0.0,2013-07-01,0.223,158.11700000000002,4.0,Nu Beginingz,audio_features,0.624
0.0021,Jungle Revolution,Congo Natty,0.574,206867.0,0.69,False,reggae,3.02e-06,4.0,0.38,-7.313,0.0,2013-07-01,0.223,158.11700000000002,4.0,Nu Beginingz,audio_features,0.624
0.0021,Jungle Revolution,Congo Natty,0.574,206867.0,0.69,False,reggae,3.02e-06,4.0,0.38,-7.313,0.0,2013-07-01,0.223,158.11700000000002,4.0,Nu Beginingz,audio_features,0.624
0.0021,Jungle Revolution,Congo Natty,0.574,206867.0,0.69,False,reggae,3.02e-06,4.0,0.38,-7.313,0.0,2013-07-01,0.223,158.11700000000002,4.0,Nu Beginingz,audio_features,0.624
0.231,Love Light,Gregory Isaacs,0.718,211067.0,0.562,False,reggae,0.000453,10.0,0.149,-11.045,1.0,1986,0.040999999999999995,137.846,4.0,Don't Let me Suffer,audio_features,0.966
0.125,Morgan Heritage & Jah Cure Defending the Roots,Jah Cure,0.606,203853.0,0.535,False,reggae,0.0,7.0,0.107,-5.64,1.0,2016-10-28,0.10300000000000001,83.70100000000001,4.0,Out of Control,audio_features,0.741
0.225,Reggae Greats,Jah Lion,0.667,214667.0,0.423,False,reggae,9.2e-05,9.0,0.12300000000000001,-16.886,1.0,1984,0.23800000000000002,72.33,4.0,Wisdom,audio_features,0.863
0.0576,"Reggae Hits, Vol. 1",Carol Campbell,0.774,168773.0,0.526,False,reggae,3.4e-05,1.0,0.11800000000000001,-9.72,0.0,2000-02-04,0.231,167.166,4.0,Between Me and You,audio_features,0.5329999999999999
0.735,Butterflies: Live,Anuhea,0.505,267175.0,0.447,False,reggae,0.0,7.0,0.172,-6.932,1.0,2013-09-17,0.0326,117.926,4.0,Forever Summer,audio_features,0.5529999999999999
0.0676,Da Real Thing,Sizzla,0.65,220720.0,0.667,False,reggae,0.0,9.0,0.0863,-4.681,0.0,2002-08-01,0.16,149.50799999999998,4.0,Woman I Need You,audio_features,0.855
0.00425,Back2square1,Sun-Dried Vibes,0.604,268720.0,0.75,False,reggae,0.0,0.0,0.126,-6.71,0.0,2014-04-08,0.0293,138.039,4.0,Irie Vibes,audio_features,0.578
0.772,Return Of The Super Ape,The Upsetters,0.759,206760.0,0.377,False,reggae,0.882,1.0,0.20600000000000002,-14.468,1.0,1978,0.0399,123.764,4.0,High Rankin Sammy,audio_features,0.716
0.0046700000000000005,Keep It Going,Mad Caddies,0.496,249480.0,0.755,False,reggae,0.0525,9.0,0.0681,-6.3660000000000005,0.0,2007-05-01,0.0381,88.634,4.0,Coyote,audio_features,0.867
0.36200000000000004,The Harder They Come,Jimmy Cliff,0.9079999999999999,162333.0,0.644,False,reggae,2.8499999999999998e-05,1.0,0.196,-8.207,1.0,1972-01-01,0.0437,128.011,4.0,You Can Get It If You Really Want - Alternate Version,audio_features,0.9420000000000001
0.0026899999999999997,Super Ape,The Upsetters,0.722,280667.0,0.5579999999999999,False,reggae,0.00011899999999999999,7.0,0.16,-14.140999999999998,1.0,1976-01-01,0.191,145.035,4.0,Black Vest,audio_features,0.963
0.105,All Over The World,Wailing Souls,0.75,232800.0,0.5529999999999999,False,reggae,0.0,1.0,0.0761,-8.426,0.0,1992-06-16,0.0447,152.101,4.0,Shark Attack,audio_features,0.774
0.0367,Bunny Wailer Sings The Wailers,Bunny Wailer,0.742,231733.0,0.568,False,reggae,0.0715,0.0,0.0511,-12.667,1.0,1980-01-01,0.156,80.946,4.0,Mellow Mood,audio_features,0.6779999999999999
0.46,Massive Reggae,Harry J Allstars,0.691,171907.0,0.835,False,reggae,0.867,1.0,0.0994,-5.872999999999999,1.0,2008-01-01,0.09,89.461,4.0,The Liquidator,audio_features,0.935
0.721,Ape-ology Presents Super Ape Vs Return Of The Super Ape,"Lee ""Scratch"" Perry",0.8029999999999999,216853.0,0.574,False,reggae,0.54,4.0,0.157,-12.222999999999999,0.0,2007,0.149,144.45,4.0,Three In One,audio_features,0.787
0.452,Private Beach Party,Gregory Isaacs,0.8009999999999999,256163.0,0.4,False,reggae,0.00020299999999999997,8.0,0.138,-13.607000000000001,0.0,1985,0.182,77.551,4.0,Private Beach Party,audio_features,0.8740000000000001
0.147,The Best of the Wailing Souls,Wailing Souls,0.897,214533.0,0.522,False,reggae,0.00613,0.0,0.14,-9.604,1.0,1996-04-01,0.121,124.741,4.0,Very Well,audio_features,0.91
0.149,His Majesty Is Coming,The In Crowd,0.8440000000000001,267080.0,0.597,False,reggae,0.0,1.0,0.43200000000000005,-7.065,0.0,2005-01-12,0.08800000000000001,121.95100000000001,4.0,Back a Yard - Edit,audio_features,0.9109999999999999
0.0803,The Best Of Lee Perry,"Lee ""Scratch"" Perry",0.664,472013.0,0.727,False,reggae,0.00025299999999999997,0.0,0.38,-8.738,1.0,2008,0.263,77.92,4.0,Disco Devil,audio_features,0.527
0.0178,Sinsemilla,Black Uhuru,0.8420000000000001,311293.0,0.562,False,reggae,0.0263,4.0,0.0798,-10.911,0.0,1980,0.0995,131.28799999999998,4.0,Sinsemilla,audio_features,0.725
0.0201,Summer Nights,Iration,0.835,236093.0,0.609,False,reggae,1.28e-06,9.0,0.107,-5.636,1.0,2010-08-31,0.0336,130.154,4.0,Summer Nights,audio_features,0.7809999999999999
0.262,Jah Glory!,Alpha Blondy,0.8759999999999999,283973.0,0.7190000000000001,False,reggae,2.6e-06,10.0,0.302,-6.8020000000000005,0.0,2010-07-20,0.17300000000000001,88.307,4.0,Brigadier Sabari,audio_features,0.963
0.17300000000000001,Dancehall President,Skarra Mucci,0.635,226650.0,0.777,False,reggae,0.0,6.0,0.18100000000000002,-6.57,1.0,2016-05-13,0.337,90.25,4.0,Higher Than High,audio_features,0.748
0.19399999999999998,Super Ape,The Upsetters,0.812,228693.0,0.331,False,reggae,0.73,9.0,0.51,-8.245,1.0,1976,0.0694,122.734,4.0,Super Ape,audio_features,0.43700000000000006
0.11900000000000001,Most Wanted - Eek A Mouse,Eek-A-Mouse,0.797,230000.0,0.435,False,reggae,1.21e-05,5.0,0.0582,-7.976,0.0,2008,0.11199999999999999,71.715,4.0,Ganja Smuggling,audio_features,0.509
0.0205,Jah Victory,Alpha Blondy,0.878,232693.0,0.508,False,reggae,0.0,2.0,0.0874,-8.687999999999999,1.0,2007-10-22,0.11800000000000001,101.959,4.0,La Route de la Paix,audio_features,0.653
0.27399999999999997,Harvest Time,Don Carlos,0.703,256067.0,0.43799999999999994,False,reggae,4.4200000000000004e-05,6.0,0.0759,-14.748,0.0,1982,0.0579,140.3,4.0,Music Grave,audio_features,0.86
0.3,Legalize It (Legacy Edition),Peter Tosh,0.7829999999999999,233840.0,0.632,False,reggae,0.00456,7.0,0.16,-9.726,0.0,1976,0.0997,154.566,4.0,Burial,audio_features,0.895
0.20600000000000002,Apartheid Is nazism - Remastered Edition,Alpha Blondy,0.767,304400.0,0.657,False,reggae,5.629999999999999e-05,4.0,0.149,-6.422999999999999,1.0,1987,0.11,75.743,4.0,Afriki,audio_features,0.9740000000000001
0.10099999999999999,Man In The Hills,Burning Spear,0.7120000000000001,169760.0,0.315,False,reggae,0.00507,10.0,0.33899999999999997,-16.102,1.0,1976-01-01,0.19399999999999998,140.696,4.0,It's Good,audio_features,0.759
0.0607,King Tubby Meets The Upsetter At The Grass Roots Of Dub,King Tubby,0.728,156587.0,0.56,False,reggae,0.627,2.0,0.265,-12.633,1.0,2012-11-16,0.0394,89.98700000000001,4.0,Luke Lane Rock,audio_features,0.452
0.0595,Uprising,Bob Marley & The Wailers,0.774,242333.0,0.531,False,reggae,0.0,11.0,0.0409,-7.176,0.0,1980,0.0446,142.001,4.0,Forever Loving Jah,audio_features,0.966
0.247,True Reggae,Dillinger,0.7929999999999999,223587.0,0.41700000000000004,False,reggae,0.0,10.0,0.0596,-8.514,1.0,2007-01-01,0.0675,93.399,4.0,Cokane In My Brain - Original Version,audio_features,0.828
0.787,Trojan Classics,Dennis Brown,0.782,197773.0,0.625,False,reggae,0.0155,2.0,0.0817,-8.967,0.0,2014-07-29,0.184,143.961,4.0,Black Magic Woman,audio_features,0.9129999999999999
0.0621,From The Palace Of Dub,King Tubby,0.736,190440.0,0.539,False,reggae,0.0312,1.0,0.12,-8.316,1.0,2006-08-24,0.0936,147.73,4.0,Zion Gate Dub,audio_features,0.765
0.102,Change,Mystic Roots Band,0.604,221850.0,0.858,False,reggae,9.290000000000001e-05,5.0,0.20199999999999999,-5.899,0.0,2017-05-05,0.0401,157.911,4.0,Trouble,audio_features,0.92
0.0323,Most Wanted - Eek A Mouse,Eek-A-Mouse,0.753,534067.0,0.355,False,reggae,0.0638,11.0,0.12300000000000001,-12.279000000000002,0.0,2008,0.0897,136.062,4.0,Noah's Ark,audio_features,0.586
0.00434,Change,Mystic Roots Band,0.63,183300.0,0.7090000000000001,False,reggae,2.35e-05,9.0,0.233,-6.876,0.0,2017-05-05,0.16699999999999998,173.90900000000002,4.0,Sticky Situation,audio_features,0.457
0.0211,Dancehall President,Skarra Mucci,0.679,241676.0,0.728,False,reggae,0.0,10.0,0.135,-6.821000000000001,0.0,2016-05-13,0.24600000000000002,171.895,4.0,Raggamuffin School,audio_features,0.8290000000000001
0.0418,Massive Reggae,Gregory Isaacs,0.826,246413.0,0.364,False,reggae,0.0844,7.0,0.051,-11.562999999999999,1.0,2008-01-01,0.14400000000000002,147.751,4.0,Night Nurse,audio_features,0.873
0.285,Jordan,Junior Byles,0.6609999999999999,336507.0,0.33899999999999997,False,reggae,0.0,7.0,0.0806,-13.46,1.0,1976-01-06,0.11599999999999999,78.848,4.0,Medley: Beat Down Babylon/Curly Locks,audio_features,0.682
0.20800000000000002,Massive Reggae,Tenor Saw,0.662,188267.0,0.5660000000000001,False,reggae,0.0,6.0,0.0747,-6.655,1.0,2008-01-01,0.198,172.25,4.0,Ring The Alarm,audio_features,0.703
0.133,KYLE SMITH,Kyle Smith,0.753,228750.0,0.726,True,reggae,1.19e-06,7.0,0.136,-5.989,0.0,2017-12-15,0.0922,80.028,4.0,CRIMINAL,audio_features,0.562
0.0798,Lose Control,The Simpkin Project,0.741,191823.0,0.62,False,reggae,1.38e-06,7.0,0.161,-6.952999999999999,1.0,2013-12-17,0.11599999999999999,171.88,4.0,Lose Control,audio_features,0.56
0.5539999999999999,One Way Ticket,Luciano,0.765,233800.0,0.58,False,reggae,0.0,8.0,0.0769,-12.82,1.0,1998,0.251,158.488,4.0,Ragamuffin,audio_features,0.6890000000000001
0.0569,Marching Orders,The Green,0.7190000000000001,219852.0,0.5,False,reggae,0.0,7.0,0.129,-7.71,0.0,2017-10-20,0.0803,129.999,4.0,Going Up,audio_features,0.588
